code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-BMC-00231-V003,PARTIAL,"-- Delete user account via IPMI: agent runs the user-supplied id/name/privilege values with ipmitool -I lanplus -H ""$BMC_IP"" -U ""$BMC_USER"" -P ""$BMC_PASS"" user disable <id>; user set name <id> """" and then verifies with `ipmitool user list`. The exact id/name/priv must be supplied by the user and reverted after test.",ipmitool (on agent host),return FULL ipmitool delete command output + subsequent `ipmitool user list` so the user confirms the account was deleted correctly.,"RISK: Deleteing a BMC user is a security-sensitive write; use a scratch user id, confirm values with the user, and revert/delete after.",
Wistron-BMC-00232-V003,PARTIAL,"-- Modify user account via IPMI: agent runs the user-supplied id/name/privilege values with ipmitool -I lanplus -H ""$BMC_IP"" -U ""$BMC_USER"" -P ""$BMC_PASS"" user set name <id> <newname>; user priv <id> <level> and then verifies with `ipmitool user list`. The exact id/name/priv must be supplied by the user and reverted after test.",ipmitool (on agent host),return FULL ipmitool modify command output + subsequent `ipmitool user list` so the user confirms the account was modifyd correctly.,"RISK: Modifying a BMC user is a security-sensitive write; use a scratch user id, confirm values with the user, and revert/delete after.",
Wistron-HW-00079-V002,NO,-- not runnable by agent: this case inspects the mechanical seating/bracket of each CPU socket - a physical/visual inspection at the machine. A person must be present. Agent cannot perform the mechanical inspection over SSH.,none,"operator mechanically inspects each socket (seating, bracket, retainer) per socket and records it; agent cannot inspect physical hardware.",,
Wistron-Processor-00001-V003,PARTIAL,"-- Power on with two sockets: CPU listing in BIOS Setup is human/KVM; agent reads the OS view with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""cat /proc/cpuinfo 2>&1 | grep -cE ""^processor""; echo ---; dmidecode -t processor 2>&1 | grep -cE ""Socket Designation""; echo ---; lscpu 2>&1 | grep -E ""^CPU\(s\)|^Socket"" 2>&1"" to confirm two physical sockets are present and enumerated.",dmidecode,"return the processor count (lscpu CPU(s)), the socket count from dmidecode, and the socket/thread breakdown so the user confirms both sockets power on and match the full-CPU spec.",RISK: confirming POST/OS sees both sockets is read-only; physical CPU install is done by a person before the test.,
Wistron-Processor-00002-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lscpu 2>&1 | grep -iE ""Model name|MHz|Frequency""; echo ---; grep -m1 ""cpu MHz"" /proc/cpuinfo 2>&1 2>&1""","lscpu (util-linux, usually present)",return `lscpu` MHz/model + the first `cpu MHz` line from /proc/cpuinfo so the user confirms the nominal and current CPU frequency match the spec.,,
Wistron-Processor-00003-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lscpu -C 2>&1 2>&1""","lscpu (util-linux, usually present)",return full `lscpu -C` cache layout (L1d/L1i/L2/L3 size per socket/core) so the user confirms LLC matches the CPU spec.,,
Wistron-Processor-00004-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""nproc 2>&1; echo ---; lscpu 2>&1 | grep -E ""^CPU\(s\)|^On-line|^Core|^Socket|^Thread|^Model"" 2>&1""","lscpu (util-linux, usually present)","return `nproc` + the lscpu grep (CPU(s), cores/socket, sockets, threads) so the user verifies the core count matches the spec for both installed sockets.",,
Wistron-Processor-00005-V002,PARTIAL,"-- Information Check in POST: the authoritative check is on the POST screen / BIOS Setup (Advanced->Socket Configuration->Processor Configuration), which the agent cannot read over SSH during live OS. Agent can still capture the OS-equivalent with sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t processor 2>&1 | grep -iE ""Socket Designation|Version|Core Count|Thread Count|Max Speed|Current Speed"" 2>&1"" so the user diffs the socket/core/freq against spec; POST-screen capture needs a person or KVM.",dmidecode,"return the dmidecode processor grep (socket, version, cores, threads, speeds) for the user to compare against the CPU spec; POST screen visual verified by operator/KVM.",RISK: POST/BIOS-screen capture requires a person or KVM session; agent only captures the OS dmidecode view.,
Wistron-Processor-00006-V002,PARTIAL,"-- Information Check in BIOS: fields (Processor Type, Socket Status, Logical Count, Speed, CPU ID, Frequency, Max/Min Speed, Microcode, Stepping, L1/L2/L3) are read from BIOS Setup System Information->Processor Information, which needs a person/KVM. Agent captures the OS-equivalent via sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t processor 2>&1 2>&1"" and sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""lscpu 2>&1 2>&1"" so the user compares against the BIOS screen and spec.",dmidecode,return full `dmidecode -t processor` + `lscpu` output (type/socket/logical/speed/CPUID/microcode/stepping/caches) for the user to diff against BIOS Setup and the CPU spec.,RISK: BIOS-Setup screen fields require a person/KVM; agent provides the OS-equivalent dmidecode/lscpu reads.,
Wistron-Processor-00007-V002,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""cat /proc/cpuinfo 2>&1; echo ---LSCPU---; lscpu 2>&1 2>&1""","lscpu (util-linux, usually present)","return full `cat /proc/cpuinfo` + `lscpu` output (CPU name, core count, speed, caches) for the user to compare against the CPU spec.",,
Wistron-Processor-00008-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t processor 2>&1; echo ---DMIDEcode-FLAGS---; dmidecode -t processor 2>&1 | tee /tmp/type4.txt""","lscpu (util-linux, usually present)","return full `dmidecode -t processor` piped+teed to /tmp/type4.txt (Family, Manufacturer, Version, External Clock, Max Speed, Current Speed, Core Count, Core Enabled, Thread Count, Characteristics) for the user to compare against the CPU spec.",,
Wistron-Performance Storage-00005-V004,PARTIAL,"-- FIO job `seqread` (rw=read, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=read, bs=512B, iodepth=1"" > /tmp/seqread.fio && fio /tmp/seqread.fio 2>&1 | tee /tmp/seqread.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/seqread.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Performance Storage-00006-V004,PARTIAL,"-- FIO job `seqwrite` (rw=write, bs=512B, iodepth=64) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=write, bs=512B, iodepth=64"" > /tmp/seqwrite.fio && fio /tmp/seqwrite.fio 2>&1 | tee /tmp/seqwrite.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/seqwrite.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Performance Storage-00007-V004,PARTIAL,"-- FIO job `randwrite` (rw=randwrite, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randwrite, bs=512B, iodepth=1"" > /tmp/randwrite.fio && fio /tmp/randwrite.fio 2>&1 | tee /tmp/randwrite.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randwrite.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Performance Storage-00008-V004,PARTIAL,"-- FIO job `randread` (rw=randread, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randread, bs=512B, iodepth=1"" > /tmp/randread.fio && fio /tmp/randread.fio 2>&1 | tee /tmp/randread.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randread.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Storage-00009-V003,PARTIAL,"-- FIO job `randrw` (rw=randrw, rwmixread=70, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randrw, rwmixread=70, bs=512B, iodepth=1"" > /tmp/randrw.fio && fio /tmp/randrw.fio 2>&1 | tee /tmp/randrw.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randrw.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Storage-00010-V003,PARTIAL,"-- FIO job `randrw` (rw=randrw, rwmixread=50, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randrw, rwmixread=50, bs=512B, iodepth=1"" > /tmp/randrw.fio && fio /tmp/randrw.fio 2>&1 | tee /tmp/randrw.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randrw.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Storage-00011-V003,PARTIAL,"-- FIO job `randrw` (rw=randrw, rwmixwrite=70, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randrw, rwmixwrite=70, bs=512B, iodepth=1"" > /tmp/randrw.fio && fio /tmp/randrw.fio 2>&1 | tee /tmp/randrw.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randrw.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Storage-00012-V003,PARTIAL,"-- FIO job `randrw` (rw=randrw, rwmixwrite=50, bs=512B, iodepth=1) needs fio installed and a user-designated test volume mounted; write a matching .fio job sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""printf ""%s"" ""[global]\nioengine=libaio\ndirect=1\ntime_based=1\nruntime=60\n[test]\nrw=randrw, rwmixwrite=50, bs=512B, iodepth=1"" > /tmp/randrw.fio && fio /tmp/randrw.fio 2>&1 | tee /tmp/randrw.log 2>&1"" to capture IOPS/BW.",fio (install) + mounted user-designated test target,"return the full fio job output (read/write IOPS, BW MB/s, latency) from /tmp/randrw.log so the user diffs against the SSD performance spec. Sustained run (runtime set by user; item says 43200s) - confirm duration/approval.",RISK: fio write/mix runs sustained destructive I/O on the drive; run only against a user-designated test volume and confirm the runtime first.,
Wistron-Storage-00021-V002,NO,-- not runnable by agent: Crystal Diskmark Sequential bandwidth/IOPS  read runs the Windows GUI tool CrystalDiskMark and needs a person to click start and read the per-item bandwidth/IOPS numbers; the agent cannot drive the Windows GUI or visually confirm the result table over SSH.,"CrystalDiskMark (Windows GUI, user installs and runs)",operator runs CrystalDiskMark (Sequential read) and records the MB/s / IOPS; agent cannot produce the GUI result table over SSH.,"RISK: CrystalDiskMark is a Windows GUI tool; the result is operator-recorded, agent cannot automate it.",
Wistron-Storage-00022-V002,NO,-- not runnable by agent: Crystal Diskmark Sequential bandwidth/IOPS  write runs the Windows GUI tool CrystalDiskMark and needs a person to click start and read the per-item bandwidth/IOPS numbers; the agent cannot drive the Windows GUI or visually confirm the result table over SSH.,"CrystalDiskMark (Windows GUI, user installs and runs)",operator runs CrystalDiskMark (Sequential write) and records the MB/s / IOPS; agent cannot produce the GUI result table over SSH.,"RISK: CrystalDiskMark is a Windows GUI tool; the result is operator-recorded, agent cannot automate it.",
Wistron-Storage-00023-V002,NO,-- not runnable by agent: Crystal Diskmark Ramdom bandwidth/IOPS  read runs the Windows GUI tool CrystalDiskMark and needs a person to click start and read the per-item bandwidth/IOPS numbers; the agent cannot drive the Windows GUI or visually confirm the result table over SSH.,"CrystalDiskMark (Windows GUI, user installs and runs)",operator runs CrystalDiskMark (Random read) and records the MB/s / IOPS; agent cannot produce the GUI result table over SSH.,"RISK: CrystalDiskMark is a Windows GUI tool; the result is operator-recorded, agent cannot automate it.",
Wistron-Storage-00024-V002,NO,-- not runnable by agent: Crystal Diskmark Ramdom bandwidth/IOPS  write runs the Windows GUI tool CrystalDiskMark and needs a person to click start and read the per-item bandwidth/IOPS numbers; the agent cannot drive the Windows GUI or visually confirm the result table over SSH.,"CrystalDiskMark (Windows GUI, user installs and runs)",operator runs CrystalDiskMark (Random write) and records the MB/s / IOPS; agent cannot produce the GUI result table over SSH.,"RISK: CrystalDiskMark is a Windows GUI tool; the result is operator-recorded, agent cannot automate it.",
Wistron-BIOS-00004-V003,PARTIAL,-- BIOS upgrade via AMI tool (`afuefix64.efi <BIOS filename> /P /B /N /ME`): needs the exact user-provided BIOS image copied to the UEFI shell and a reboot after; the agent can stage the command but the UEFI-shell flash + reboot + version check needs the exact image path and shell interaction.,AMI AFU EFI tool (afuefix64.efi) + user-designated BIOS image (put on a bootable USB/shell),return the AFUEFI flash completion/status + post-boot `dmidecode -s bios-version` so the user confirms the flash succeeded and the version matches the image (upgrade).,RISK: BIOS flash is state-changing and can brick the board if interrupted; only flash the user-specified image and never power-cut mid-flash.,same code in 2 workbook rows (multi-row code)
Wistron-BIOS-00005-V003,PARTIAL,-- BIOS downgrade via AMI tool (`afuefix64.efi <BIOS filename> /P /B /N /ME`): needs the exact user-provided BIOS image copied to the UEFI shell and a reboot after; the agent can stage the command but the UEFI-shell flash + reboot + version check needs the exact image path and shell interaction.,AMI AFU EFI tool (afuefix64.efi) + user-designated BIOS image (put on a bootable USB/shell),return the AFUEFI flash completion/status + post-boot `dmidecode -s bios-version` so the user confirms the flash succeeded and the version matches the image (downgrade).,RISK: BIOS flash is state-changing and can brick the board if interrupted; only flash the user-specified image and never power-cut mid-flash.,same code in 2 workbook rows (multi-row code)
Wistron-BIOS-00010-V005,PARTIAL,-- Upgrade and downgrade for 100 times: upgrade/downgrade the system ROM 100x with the AMI tool (`afuefix64.efi /P /B /N /ME` or AFULnx equivalent) + reboot each iteration; this is a long looped flash+reboot needing the exact user-provided BIOS image and AC cycle after; not a single one-liner.,"AMI AFULnx (Linux) or afuefix64.efi (UEFI shell, user provides) + the user-designated BIOS image + reboot automation",return each flash tool result line + boot-time `dmidecode -s bios-version` after each iteration so the user confirms 100 clean flashes and stable version; long run - confirm approval.,"RISK: repeated BIOS flashing is state-changing and can brick the board; flash only the user-specified image, confirm every flash completes, never interrupt mid-flash.",
Wistron-BIOS-00381-V004,PARTIAL,-- Flash BIOS via AMI tool - upgrade: flash the system ROM via AMI tool; needs the user-designated BIOS image + interrupted-free flash + AC cycle/reboot after. Agent stages the flash command and verifies version after.,AMI flash tool + user-designated BIOS image,return flash status + post-reboot `dmidecode -s bios-version` for the user to confirm.,RISK: BIOS flash is state-changing; only flash the user-specified image.,
Wistron-BIOS-00382-V003,PARTIAL,-- Flash BIOS via AMI tool - downgrade: flash the system ROM via AMI tool; needs the user-designated BIOS image + interrupted-free flash + AC cycle/reboot after. Agent stages the flash command and verifies version after.,AMI flash tool + user-designated BIOS image,return flash status + post-reboot `dmidecode -s bios-version` for the user to confirm.,RISK: BIOS flash is state-changing; only flash the user-specified image.,
Wistron-BIOS-00383-V003,PARTIAL,-- Flash BIOS via AMI tool - reflash: flash the system ROM via AMI tool; needs the user-designated BIOS image + interrupted-free flash + AC cycle/reboot after. Agent stages the flash command and verifies version after.,AMI flash tool + user-designated BIOS image,return flash status + post-reboot `dmidecode -s bios-version` for the user to confirm.,RISK: BIOS flash is state-changing; only flash the user-specified image.,
Wistron-BIOS-00357-V004,PARTIAL,"-- Flash BIOS multi-time: the procedure says ""Need BMC provide Command, test times TBD"" - the exact multi-time flash command/test count is unspecified, so the agent cannot derive the full loop. With a user-supplied image + command + iteration count the flash+reboot loop can be implemented.",AMI AFULnx/afuefix64.efi + user-designated BIOS image + command/iteration count (test times TBD in library),return each flash status line + post-boot bios-version; the iteration count/log is TBD - confirm with user.,RISK: repeated BIOS flashing is state-changing and can brick the board; confirm image + loop count + approval before starting.,same code in 3 workbook rows (multi-row code)
Wistron-HW-00091-V002,NO,-- not runnable by agent: NIC LED Check (Link) requires visually inspecting the physical Link LED (color/solid/off per speed) on the NIC/PDB/BMC ports; that is a physical/visual check a person must perform at the machine - the agent cannot see LEDs over SSH.,none,"operator visually records Link LED state (off/green/amber, per 1G Lan, PDB BMC NIC, BMC dedicate NIC); agent cannot see LEDs.",RISK: LED inspection is physical/visual - human only; agent must not attempt.,
Wistron-HW-00092-V002,NO,-- not runnable by agent: NIC LED Check (Activity) requires visually watching the Activity LED blink during network traffic; a physical/visual check needing a person at the machine.,none,operator records Activity LED behavior (off/solid/blinking) while generating traffic; agent cannot see LEDs.,RISK: LED inspection is physical/visual - human only.,
Wistron-HW-00093-V002,NO,-- not runnable by agent: NIC Speed & LED requires visually watching the Activity LED blink during network traffic; a physical/visual check needing a person at the machine.,none,operator records Activity LED behavior (off/solid/blinking) while generating traffic; agent cannot see LEDs.,RISK: LED inspection is physical/visual - human only.,
Wistron-HW-00094-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ip -o link 2>&1 | grep -vE ""lo:|docker|veth"" 2>&1""","iproute2 (ip, usually present)",return `ip -o link` MAC addresses for all physical NICs so the user confirms the OS MAC matches the BIOS/asset MAC. (BIOS MAC is read in Setup - person/KVM.),,
Wistron-HW-00095-V002,PARTIAL,"-- Link flap: repeat link up/down 5x per port via sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""for i in $(seq 1 5); do ip link set <iface> down; sleep 1; ip link set <iface> up; sleep 2; ip link show <iface>; done 2>&1 2>&1"" then check the interface + BMC network recovered.",iproute2 (ip),return the 5x link flap loop output (link state per iteration) + final `ip link show` + BMC ping check so the user confirms the NIC and BMC network survived.,RISK: link flapping drops networking on that port 5x; use a non-management test port to avoid losing the SSH session.,
Wistron-HW-00096-V002,PARTIAL,"-- Driver reload: unload/reload the NIC driver 5x per port via sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""for i in $(seq 1 5); do echo 1 > /sys/bus/pci/drivers/<drv>/remove; sleep 1; echo 1 > /sys/bus/pci/rescan; sleep 1; ip link 2>&1; done 2>&1"" and confirm the interface returns each time.",the NIC kernel driver (present) + rescan support,return the 5x unload/reload loop output (interface present/absent each iteration) so the user confirms the driver reloads cleanly and the BMC/IPMI stays up.,RISK: removing a NIC driver drops that interface during the test; use a secondary port and never the SSH/management NIC.,
Wistron-HW-00097-V003,PARTIAL,"-- Check bandwidth: for Ethernet run iPerf against a 2nd host sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""iperf3 -c <server_ip> -t 30 2>&1 2>&1""; for IB/NVLink use Mellanox ib_write_bw; needs a peer server + the correct tool. Agent runs the bandwidth test and captures throughput.",iperf3 (Ethernet) or Mellanox OFED ib_write_bw (IB) + a reachable 2nd host,return the iperf3/ib_write_bw throughput result so the user confirms it matches the spec. Needs the 2nd-host IP/tool from the user.,"RISK: high-bandwidth test saturates the link; run only against a dedicated peer host, not production traffic.",
Wistron-BMC-00102-V004,NO,-- not runnable by agent: BMC heart beat LED is a physical/visual check of the BMC heart-beat LED color/flash-frequency on the board; the agent cannot see the LED over SSH.,none,operator records the BMC heart-beat LED (should be GREEN with the spec flash frequency); agent cannot see LEDs.,RISK: LED inspection is physical/visual - human only.,
Wistron-BMC-00103-V005,NO,-- not runnable by agent: UID requires visual inspection of the BMC/front-panel LED; a physical/visual check a person must do.,none,operator visually records the LED state; agent cannot see LEDs.,RISK: LED inspection is physical/visual - human only.,
Wistron-BMC-00104-V004,PARTIAL,"-- Front Panel Power Button: the agent can power the SUT on/off via IPMI sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ipmitool -I lanplus -H ""$BMC_IP"" power on 2>&1 2>&1"", but the physical front-panel Power LED color (green/orange) is visual and the physical button press is operator-only.",ipmitool,return the ipmitool power command result + `ipmitool power status` after on/off; the power-button LED color is operator-visual.,RISK: power cycling the SUT - confirm the machine is dedicated before cycling.,
Wistron-BMC-00105-V004,PARTIAL,"-- Healthy LED: the Healthy LED color (green=healthy/amber=fault) is physical/visual, but the trigger is automatable: agent can inject a checkable error and clear it. Read current system status via sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ipmitool -I lanplus -H ""$BMC_IP"" sel elist 2>&1 | tail -20 2>&1""; the LED color must be seen by a person.",ipmitool,return the SEL tail + BMC health status so the user correlates amber/green Healthy LED; LED color is operator-visual.,RISK: only reads SEL/health; LED color is human visual - agent must not fabricate it.,
Wistron-BMC-00944-V004,PARTIAL,"-- UID on/off via IPMI: run `ipmitool -I lanplus -H ""$BMC_IP"" raw 0x30 0x23 <val>` (ipmitool raw 0x30 0x23 0x01; sleep 2; ipmitool raw 0x30 0x23 0x00) but the LED color/blink visual confirmation needs a person at the chassis (physical LED).",ipmitool,return the ipmitool raw command exit status (command accepted) + the UID register readback via `ipmitool raw 0x30 0x23`; the green/blue LED blink visual is operator-confirmed.,RISK: UID LED on/off is state-changing but harmless; operator visually confirms the LED color/blink.,
Wistron-BMC-00945-V004,PARTIAL,"-- UID blink via IPMI: run `ipmitool -I lanplus -H ""$BMC_IP"" raw 0x30 0x23 <val>` (ipmitool raw 0x30 0x23 0x02) but the LED color/blink visual confirmation needs a person at the chassis (physical LED).",ipmitool,return the ipmitool raw command exit status (command accepted) + the UID register readback via `ipmitool raw 0x30 0x23`; the green/blue LED blink visual is operator-confirmed.,RISK: UID LED on/off is state-changing but harmless; operator visually confirms the LED color/blink.,
Wistron-BMC-00946-V004,PARTIAL,"-- BMC port: change BMC LAN port speed via BMC console sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""ethtool -s <bmc_port> speed 1000 duplex full autoneg on 2>&1 2>&1""; the port LED follow-speed is visual. Agent changes speed and reads `ethtool` back.","ethtool (on the BMC/sideband, or via SoL)",return `ethtool` before/after on the BMC port (speed/link); LED follow-speed is operator-visual.,RISK: changing BMC LAN speed may drop BMC network access briefly; do not run on the primary management path.,
Wistron-BMC-00269-V003,PARTIAL,-- Wistron-BMC-00269 AC power policy (Always power off): agent reads/sets PowerRestorePolicy=AlwaysOff via Redfish curl and reads it back; the AC unplug/replug + confirming the SUT stays OFF after power returns is operator at the PDU/AC.,curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set (AlwaysOff) + read-back so the user confirms it persisted; AC behavior (SUT stays off) is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
Wistron-BMC-00270-V003,PARTIAL,-- Wistron-BMC-00270 AC power policy (Always power on): agent reads/sets PowerRestorePolicy=AlwaysOn via Redfish curl and reads it back; the AC unplug/replug + confirming the SUT auto-powers-on is operator at the PDU/AC.,curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set (AlwaysOn) + read-back so the user confirms it persisted; AC behavior (SUT auto-powers-on) is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
Wistron-BMC-00271-V003,PARTIAL,-- Wistron-BMC-00271 AC power policy (Last state): agent reads/sets PowerRestorePolicy=AlwaysAck (last-state) via Redfish curl and reads it back; the AC unplug/replug + confirming the SUT returns to its prior power state is operator at the PDU/AC.,curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set (AlwaysAck/last-state) + read-back; AC behavior (returns to last state) is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
Wistron-BMC-00357-V007,PARTIAL,"-- Power Restore Policy - Always on: agent can read/set the power restore policy via Redfish sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""curl -s -k -u ""$BMC_USER:$BMC_PASS"" https://$BMC_IP/redfish/v1/Systems/system 2>&1 | grep -i powerrestore 2>&1"" but the AC-cord unplug/replug + verifying the SUT powers on/off accordingly requires a person at the PDU/AC. Agent sets policy and reads it back; the AC behavior check is operator.",curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set+read back so the user confirms it persisted; the AC unplug/replug power-restore behavior is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
Wistron-BMC-00853-V004,PARTIAL,"-- Power Restore Policy - Always off: agent can read/set the power restore policy via Redfish sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""curl -s -k -u ""$BMC_USER:$BMC_PASS"" https://$BMC_IP/redfish/v1/Systems/system 2>&1 | grep -i powerrestore 2>&1"" but the AC-cord unplug/replug + verifying the SUT powers on/off accordingly requires a person at the PDU/AC. Agent sets policy and reads it back; the AC behavior check is operator.",curl (Redfish) on the host side,return the Redfish PowerRestorePolicy value set+read back so the user confirms it persisted; the AC unplug/replug power-restore behavior is operator-observed.,"RISK: setting power-restore policy is state-changing; AC unplug/replug must be done by a person, never hot-pull power on a running service.",
